selection_label,topic,words,weighted_words
most_topics,47,"key, digital key, digital, connect, unlock, brand digital, smartphone, compatible, fob, start","[[""key"", 0.08919028641713858], [""digital key"", 0.06695862773788887], [""digital"", 0.05393104250581367], [""connect"", 0.04245775444138252], [""unlock"", 0.03794132182525546], [""brand digital"", 0.03275364469073414], [""smartphone"", 0.0324691305259801], [""compatible"", 0.029904624448377694], [""fob"", 0.02306696013769444], [""start"", 0.021520649268445068]]"
most_topics,48,"mode, sport, mode comfort, comfort mode, tnga, comfort, drive, sport plus, sport mode, power","[[""mode"", 0.07007103504597888], [""sport"", 0.04813855167537332], [""mode comfort"", 0.04177553746427419], [""comfort mode"", 0.04031005433909382], [""tnga"", 0.03834417186780862], [""comfort"", 0.03501350540471188], [""drive"", 0.02390045830141925], [""sport plus"", 0.02174461958784205], [""sport mode"", 0.02052796495586714], [""power"", 0.020506610128003262]]"
most_topics,49,"co2, climate, emissions, zero, climate change, sustainable, future, environment, change, want","[[""co2"", 0.05509058605437312], [""climate"", 0.041438116363340584], [""emissions"", 0.03252150419622748], [""zero"", 0.0313363032630807], [""climate change"", 0.025763144899928387], [""sustainable"", 0.02432266848175947], [""future"", 0.024240349890302347], [""environment"", 0.02337720996280424], [""change"", 0.021932646882410492], [""want"", 0.021524922049116515]]"
most_topics,50,"stage, join, invite, thank, photo, photographers, like invite, photos, mr, closer look","[[""stage"", 0.0695126229013096], [""join"", 0.0662142176960168], [""invite"", 0.06340796032261722], [""thank"", 0.05828338144562577], [""photo"", 0.047723037934627593], [""photographers"", 0.04323163044249434], [""like invite"", 0.03187167380655902], [""photos"", 0.03159600865245413], [""mr"", 0.03142478119742422], [""closer look"", 0.026485687078406726]]"
most_topics,51,"wheels, inch, 20 inch, 20, 21, wheel, 17, inch wheels, alloy, 21 inch","[[""wheels"", 0.07553291401268648], [""inch"", 0.059161732794513255], [""20 inch"", 0.04306486579976766], [""20"", 0.04008873038921787], [""21"", 0.03116647343631566], [""wheel"", 0.027817393190526517], [""17"", 0.02748182043179723], [""inch wheels"", 0.02748182043179723], [""alloy"", 0.024135093364395302], [""21 inch"", 0.023654433927449387]]"
most_topics,52,"suspension, ride, comfort, steering, air suspension, air, performance, driving, handling, chassis","[[""suspension"", 0.07325646255142876], [""ride"", 0.025548341920364728], [""comfort"", 0.023247088214740967], [""steering"", 0.021998552962141846], [""air suspension"", 0.02006823796375712], [""air"", 0.019888617590662853], [""performance"", 0.0192143197100206], [""driving"", 0.01881804610724796], [""handling"", 0.01658737554960279], [""chassis"", 0.01607159913098433]]"
most_topics,53,"truck, comfortable, feel, car, like, felt, does feel, texas, best, driving","[[""truck"", 0.042702252206351904], [""comfortable"", 0.04201106522547202], [""feel"", 0.03798690718048781], [""car"", 0.024831816430605065], [""like"", 0.021155344306707836], [""felt"", 0.02109338926333259], [""does feel"", 0.020915896493304057], [""texas"", 0.02004822540653421], [""best"", 0.01934199539545398], [""driving"", 0.018181659671897027]]"
most_topics,54,"sports car, sports, brand, electric, design, electric crossover, crossover, car, brand model, model","[[""sports car"", 0.045813726359090146], [""sports"", 0.041497610409351376], [""brand"", 0.027718423073321438], [""electric"", 0.02731358655313772], [""design"", 0.023437851769881803], [""electric crossover"", 0.0231525025688061], [""crossover"", 0.020642036011142735], [""car"", 0.02024415379321244], [""brand model"", 0.020091661749923988], [""model"", 0.019228204203791694]]"
most_topics,55,"display, hyperscreen, cockpit, screen, inch, mbux, screens, 12 inch, displays, 12","[[""display"", 0.06919922293459195], [""hyperscreen"", 0.048346543119074124], [""cockpit"", 0.047130506172775206], [""screen"", 0.040831585799201375], [""inch"", 0.03157009409518189], [""mbux"", 0.03041128952635838], [""screens"", 0.028833871068420537], [""12 inch"", 0.028181245504304647], [""displays"", 0.02799158113924568], [""12"", 0.02700998202333186]]"
most_topics,56,"drive, driving, racetrack, love, racing, want, ve driving, really, crest, like","[[""drive"", 0.056682706114206255], [""driving"", 0.04199246694217319], [""racetrack"", 0.031219526763158176], [""love"", 0.028485361405063345], [""racing"", 0.026920478631467137], [""want"", 0.02459882463265634], [""ve driving"", 0.023495307383645664], [""really"", 0.023402062415667477], [""crest"", 0.022964989322967165], [""like"", 0.02241834993695905]]"
best_balance,-1,"model, brand, car, new, just, like, vehicle, really, design, drive","[[""model"", 0.015075854653040581], [""brand"", 0.014587440154310691], [""car"", 0.012277746700879145], [""new"", 0.011909988452210914], [""just"", 0.010364600528330221], [""like"", 0.0096139709103167], [""vehicle"", 0.008587223735948453], [""really"", 0.00805456533093867], [""design"", 0.007805189108894167], [""drive"", 0.007519060309928629]]"
best_balance,0,"seats, interior, seat, space, leather, rear, heated, inside, cargo, model","[[""seats"", 0.03527499764627278], [""interior"", 0.03039588359700627], [""seat"", 0.028310815484649955], [""space"", 0.019966818334569748], [""leather"", 0.017639809288841866], [""rear"", 0.014446624793512382], [""heated"", 0.013948331883092822], [""inside"", 0.012878945597348078], [""cargo"", 0.01264033979700934], [""model"", 0.01222689486840175]]"
best_balance,1,"brand, new, brand brand, market, year, customers, product, cars, welcome, sales","[[""brand"", 0.040525299810228045], [""new"", 0.017324081080833748], [""brand brand"", 0.015307599372048319], [""market"", 0.014261961114522406], [""year"", 0.014207687580012621], [""customers"", 0.013979596707286475], [""product"", 0.013731579831872202], [""cars"", 0.01293415224565716], [""welcome"", 0.012931539224899697], [""sales"", 0.012750911304596055]]"
best_balance,2,"assist, safety, lane, spot, alert, parking, blind, collision, blind spot, traffic","[[""assist"", 0.04341833446512515], [""safety"", 0.036086122471255956], [""lane"", 0.029984706379590307], [""spot"", 0.02213932678472938], [""alert"", 0.02203161265228411], [""parking"", 0.021766162287647682], [""blind"", 0.020903831949938455], [""collision"", 0.020520491979066476], [""blind spot"", 0.020373278689479885], [""traffic"", 0.020245144022077867]]"
best_balance,3,"grille, rear, led, light, design, headlights, look, car, lights, new","[[""grille"", 0.028669188836717718], [""rear"", 0.025601718147031764], [""led"", 0.02473290238679072], [""light"", 0.024244509381599326], [""design"", 0.022354026369998815], [""headlights"", 0.020284683604919244], [""look"", 0.018237004396244632], [""car"", 0.018145505191963774], [""lights"", 0.017248412910592724], [""new"", 0.016276233379874598]]"
best_balance,4,"electric, ev, brand, vehicles, electric car, model, electrification, electric vehicle, new, electrified","[[""electric"", 0.050318626905635856], [""ev"", 0.029194367663693908], [""brand"", 0.02208118885821362], [""vehicles"", 0.021060794458744505], [""electric car"", 0.018077855001879375], [""model"", 0.017403177329871882], [""electrification"", 0.01645933304054396], [""electric vehicle"", 0.015653059062563514], [""new"", 0.015543315565403597], [""electrified"", 0.014533654886990958]]"
best_balance,5,"drive, don, know, right, let, yeah, going, don know, want, car","[[""drive"", 0.039789026917647366], [""don"", 0.026662348243071746], [""know"", 0.025741334575336023], [""right"", 0.025133917520849404], [""let"", 0.024610445361340546], [""yeah"", 0.024098267624440922], [""going"", 0.023585005894435348], [""don know"", 0.023489685161397503], [""want"", 0.022230798227954672], [""car"", 0.022014992520676267]]"
best_balance,6,"thank, good, today, bye, joining, doing, thanks, hope, welcome, great","[[""thank"", 0.12420325962526332], [""good"", 0.05470131110892012], [""today"", 0.040395237906523516], [""bye"", 0.03932444452125085], [""joining"", 0.038781730647247874], [""doing"", 0.03522385075699208], [""thanks"", 0.03354875566823823], [""hope"", 0.03116767696412416], [""welcome"", 0.030967075130500163], [""great"", 0.02969487722120758]]"
best_balance,7,"charging, charge, stations, level, charging stations, home, plug, station, cable, public","[[""charging"", 0.10959273181303902], [""charge"", 0.05550998546851237], [""stations"", 0.034025230575126866], [""level"", 0.02919323678149532], [""charging stations"", 0.02827067667118562], [""home"", 0.02383589692214981], [""plug"", 0.02185187475360117], [""station"", 0.021150502873533917], [""cable"", 0.01851380044820967], [""public"", 0.01771675251542915]]"
best_balance,8,"display, mbux, information, screen, navigation, functions, driver, new, control, displays","[[""display"", 0.05038051810906027], [""mbux"", 0.032480386088446195], [""information"", 0.02675765469092946], [""screen"", 0.02659216807848545], [""navigation"", 0.020127468256929865], [""functions"", 0.017928681804602043], [""driver"", 0.016671286834283063], [""new"", 0.01589718688402738], [""control"", 0.01569212293026768], [""displays"", 0.015678127014493295]]"
best_balance,9,"audio, apple, carplay, wireless, apple carplay, android, inch, touchscreen, android auto, available","[[""audio"", 0.03692005166498388], [""apple"", 0.036751877201728685], [""carplay"", 0.035243341187823865], [""wireless"", 0.033198129113389825], [""apple carplay"", 0.03289244914030451], [""android"", 0.03233032330983829], [""inch"", 0.030218689955345514], [""touchscreen"", 0.029030925492582103], [""android auto"", 0.026617090095887745], [""available"", 0.02604172006178374]]"
best_balance,10,"steering, suspension, wheel, driving, car, feel, rear, control, comfort, steering wheel","[[""steering"", 0.04718184113790184], [""suspension"", 0.03575444523989571], [""wheel"", 0.020086962267589693], [""driving"", 0.018762344274325948], [""car"", 0.01612920524056081], [""feel"", 0.015431940824255027], [""rear"", 0.015408240273556834], [""control"", 0.013957713809509735], [""comfort"", 0.013800627451850025], [""steering wheel"", 0.013737769449918016]]"
best_balance,11,"engine, horsepower, liter, cylinder, torque, transmission, motor, electric, turbo, speed","[[""engine"", 0.0594489003890461], [""horsepower"", 0.05141878619862967], [""liter"", 0.04228930295284074], [""cylinder"", 0.035463482745782475], [""torque"", 0.03488731155030031], [""transmission"", 0.02320041154401441], [""motor"", 0.022473134628507637], [""electric"", 0.020373752500009685], [""turbo"", 0.01956484787553352], [""speed"", 0.01940150482598265]]"
best_balance,12,"sedan, model, coupe, brand, car, new, brand model, cars, midsize, segment","[[""sedan"", 0.03394814759929409], [""model"", 0.031129638452025616], [""coupe"", 0.02898702529560985], [""brand"", 0.025865386311296895], [""car"", 0.02509903186057221], [""new"", 0.021626677920228675], [""brand model"", 0.017797743811697984], [""cars"", 0.014720427928981093], [""midsize"", 0.012993441908216606], [""segment"", 0.012890983135860505]]"
best_balance,13,"hybrid, model hybrid, plug, model, plug hybrid, fuel, brand, new, hybrids, gas","[[""hybrid"", 0.07681146162913412], [""model hybrid"", 0.031236717530324982], [""plug"", 0.028978966789350764], [""model"", 0.02897412633997457], [""plug hybrid"", 0.02537411476958994], [""fuel"", 0.018235899213703013], [""brand"", 0.017853710458296115], [""new"", 0.01622190951945423], [""hybrids"", 0.014509415601871791], [""gas"", 0.013569589663041198]]"
best_balance,14,"key, smartphone, digital key, app, car, digital, phone, connected, blue link, link","[[""key"", 0.03770568886401486], [""smartphone"", 0.03307040430633526], [""digital key"", 0.02813215689881611], [""app"", 0.027138135273119875], [""car"", 0.026141381141864622], [""digital"", 0.02577907544651312], [""phone"", 0.023008419035905982], [""connected"", 0.022887869273091183], [""blue link"", 0.022812848408467694], [""link"", 0.02068221549793269]]"
best_balance,15,"wheels, inch, black, grades, alloy, xse, alloy wheels, xle, se, model","[[""wheels"", 0.04815495315986719], [""inch"", 0.03998539391684535], [""black"", 0.034770583504804324], [""grades"", 0.029444269431347092], [""alloy"", 0.028227064628253154], [""xse"", 0.02725937202100114], [""alloy wheels"", 0.026378700815467317], [""xle"", 0.02484101159897113], [""se"", 0.022739498796840913], [""model"", 0.020919037703314058]]"
best_balance,16,"model, brand model, brand, new, new brand, new model, thank, let, welcome, today","[[""model"", 0.04432968265533885], [""brand model"", 0.04329916389619047], [""brand"", 0.04317635563643756], [""new"", 0.037728687491604664], [""new brand"", 0.0321607191621381], [""new model"", 0.028552663766997444], [""thank"", 0.023375553478505683], [""let"", 0.021716060757382222], [""welcome"", 0.019205924028843788], [""today"", 0.016973790267244823]]"
best_balance,17,"range, miles, electric, kilometers, battery, hour, hybrid, kilowatt, ev, plug","[[""range"", 0.0555631664346462], [""miles"", 0.042408201923218515], [""electric"", 0.04025774837982611], [""kilometers"", 0.03351823269448698], [""battery"", 0.03192927499886051], [""hour"", 0.028594425932244243], [""hybrid"", 0.022510349909048547], [""kilowatt"", 0.022353748767035827], [""ev"", 0.020832154475752023], [""plug"", 0.02069541935931035]]"
best_balance,18,"door, temperature, button, tailgate, open, right, press, turn, going, release","[[""door"", 0.03756750219991905], [""temperature"", 0.03202479154900659], [""button"", 0.031684431697177155], [""tailgate"", 0.031458935551131585], [""open"", 0.029859744896093738], [""right"", 0.027394814894688126], [""press"", 0.02696477785808091], [""turn"", 0.026597520194759205], [""going"", 0.026220703861101726], [""release"", 0.025018489858334318]]"
best_balance,19,"charging, charge, volt, hours, fast, charger, minutes, dc, range, kilowatt","[[""charging"", 0.05763460798617733], [""charge"", 0.05374781251874249], [""volt"", 0.036838934763886874], [""hours"", 0.03602024642377226], [""fast"", 0.035482985017162946], [""charger"", 0.034046916517986706], [""minutes"", 0.03284852846150835], [""dc"", 0.0319533950447645], [""range"", 0.029812834244765253], [""kilowatt"", 0.02912846004586404]]"
best_balance,20,"car, design, beautiful, really, brand, thank, model, like, robin, look","[[""car"", 0.048508505551653855], [""design"", 0.030601781623598216], [""beautiful"", 0.021950628499246436], [""really"", 0.02129254798646912], [""brand"", 0.019807076376601868], [""thank"", 0.018559892759427384], [""model"", 0.016946802579832596], [""like"", 0.015884309746838035], [""robin"", 0.01558122079383018], [""look"", 0.013609144367714933]]"
best_balance,21,"model, suv, brand, brand model, new, fleet, luxury, design, new brand, segment","[[""model"", 0.03625674005180412], [""suv"", 0.03350455932506089], [""brand"", 0.02788057532526031], [""brand model"", 0.02593017071064148], [""new"", 0.019255305676807274], [""fleet"", 0.01798860911735997], [""luxury"", 0.01798589178557104], [""design"", 0.015712993686763113], [""new brand"", 0.013773670217095572], [""segment"", 0.011918924297539187]]"
best_balance,22,"candy, price, k23, 000, america, auto evolution, electric, cost, affordable, buy","[[""candy"", 0.14461836372932527], [""price"", 0.03660664054828944], [""k23"", 0.036054596613418866], [""000"", 0.02349245367475973], [""america"", 0.023308018919965427], [""auto evolution"", 0.022123289061796152], [""electric"", 0.020730290202226942], [""cost"", 0.020278189729036084], [""affordable"", 0.019216574052814038], [""buy"", 0.019061629885884175]]"
best_balance,23,"design, sketch, clay, model, really, sketches, just, chris, designers, started","[[""design"", 0.04545544602242186], [""sketch"", 0.03473727017572628], [""clay"", 0.031198345077809348], [""model"", 0.025742285436780924], [""really"", 0.023779302974535524], [""sketches"", 0.02159028333923157], [""just"", 0.0207247417647816], [""chris"", 0.019438325396566054], [""designers"", 0.018625655779836613], [""started"", 0.018201462446081083]]"
best_balance,24,"carbon, carbon fiber, fiber, air, weight, body, wheelbase, roof, structure, rear","[[""carbon"", 0.06218747148700792], [""carbon fiber"", 0.04972729123748005], [""fiber"", 0.04892805846492931], [""air"", 0.03964354611059719], [""weight"", 0.024519019654488272], [""body"", 0.023902727886702026], [""wheelbase"", 0.02151835395400737], [""roof"", 0.021213232148150844], [""structure"", 0.019871523486799277], [""rear"", 0.018694880998574293]]"
best_balance,25,"car, thank, today, excited, new, brand, welcome, great, day, customers","[[""car"", 0.037142360392354454], [""thank"", 0.034063295242996686], [""today"", 0.028296297449742016], [""excited"", 0.0282924243528096], [""new"", 0.02350655615567944], [""brand"", 0.02301474945975845], [""welcome"", 0.01940448151410439], [""great"", 0.017506869465304466], [""day"", 0.016295085967896077], [""customers"", 0.015797606081361323]]"
best_balance,26,"pedal, braking, energy, brake, regenerative, regenerative braking, accelerator, regen, brakes, recuperation","[[""pedal"", 0.09541904524700123], [""braking"", 0.05792782502401881], [""energy"", 0.04250272860859681], [""brake"", 0.04212174904694637], [""regenerative"", 0.04206351416462692], [""regenerative braking"", 0.038545421435537734], [""accelerator"", 0.03611681196446509], [""regen"", 0.02769557071570826], [""brakes"", 0.026775012510535358], [""recuperation"", 0.02641850840204395]]"
best_balance,27,"battery, lithium, cells, lithium ion, ion, cooling, battery pack, pack, batteries, iron","[[""battery"", 0.11031894836751131], [""lithium"", 0.05552458953484039], [""cells"", 0.038074377301497674], [""lithium ion"", 0.037577058606219], [""ion"", 0.037577058606219], [""cooling"", 0.032567530115804426], [""battery pack"", 0.031196203342826214], [""pack"", 0.031162801478963637], [""batteries"", 0.029689590161747693], [""iron"", 0.0257579541412594]]"
best_balance,28,"auto, detroit, season, auto season, channel, 2015, brand, la, los angeles, los","[[""auto"", 0.08648335575192781], [""detroit"", 0.061689134486993244], [""season"", 0.0340895678664102], [""auto season"", 0.032663493652463856], [""channel"", 0.02792364450998353], [""2015"", 0.02777198254682446], [""brand"", 0.027437191512810075], [""la"", 0.026946697041914824], [""los angeles"", 0.02640144366058845], [""los"", 0.02640144366058845]]"
best_balance,29,"sound, noise, quiet, hear, wind, whisper, engine, car, like, just","[[""sound"", 0.06739979274370514], [""noise"", 0.060777800401364504], [""quiet"", 0.052847062806877954], [""hear"", 0.03631571361161948], [""wind"", 0.03015195060717107], [""whisper"", 0.023478117999239607], [""engine"", 0.02224004003647543], [""car"", 0.021729914657697105], [""like"", 0.02030303591277662], [""just"", 0.019107583884650916]]"
best_balance,30,"model, new, 2025, platform, brand, design, electric, egmp, parametric, ev","[[""model"", 0.030074497842764305], [""new"", 0.02047695832877683], [""2025"", 0.020221577434210748], [""platform"", 0.019343382818563484], [""brand"", 0.019172977201722705], [""design"", 0.017632204312260917], [""electric"", 0.01727311800412996], [""egmp"", 0.016594974971350086], [""parametric"", 0.014781423718698847], [""ev"", 0.014353875395841894]]"
best_balance,31,"gt, model gt, gt3, racing, model, performance, racetrack, race, race car, car","[[""gt"", 0.06150574054098049], [""model gt"", 0.03665883316834441], [""gt3"", 0.034454070743823936], [""racing"", 0.03201454262762766], [""model"", 0.027227429943077145], [""performance"", 0.024759661520672816], [""racetrack"", 0.02364477370583157], [""race"", 0.021506375120308795], [""race car"", 0.018813267216266985], [""car"", 0.017352381940810756]]"
best_balance,32,"wheel drive, wheel, drive, torque, traction, horsepower, grades, quattro, rear, motor","[[""wheel drive"", 0.1107460971977828], [""wheel"", 0.08596873661865405], [""drive"", 0.07354949863983952], [""torque"", 0.04070854711225151], [""traction"", 0.032389571759177525], [""horsepower"", 0.02740782149666187], [""grades"", 0.02197019279765471], [""quattro"", 0.02091112462754929], [""rear"", 0.020302133211121405], [""motor"", 0.019827117928752164]]"
best_balance,33,"warranty, 000, 000 mile, mile, whichever comes, whichever, year, 000 miles, 100 000, roadside assistance","[[""warranty"", 0.10384346660766716], [""000"", 0.09429772976469565], [""000 mile"", 0.074770667871399], [""mile"", 0.06702319234790204], [""whichever comes"", 0.06518986944556224], [""whichever"", 0.06429966861409084], [""year"", 0.06229639074174288], [""000 miles"", 0.05553084333314643], [""100 000"", 0.04859608449578276], [""roadside assistance"", 0.04775189971168529]]"
best_balance,34,"class, brand class, new class, new, brand, new brand, luxury, customers, car, class brand","[[""class"", 0.1635683333999843], [""brand class"", 0.10057740552306538], [""new class"", 0.06163134096379002], [""new"", 0.04163323344421661], [""brand"", 0.03710012178243916], [""new brand"", 0.02815659012464498], [""luxury"", 0.02515660935399771], [""customers"", 0.018822679586302852], [""car"", 0.017130862171353598], [""class brand"", 0.015160714897487597]]"
best_balance,35,"amg, brand amg, wheel, performance, gt, amg model, steering, steering wheel, sl, buttons","[[""amg"", 0.14846557823414874], [""brand amg"", 0.04081198837293951], [""wheel"", 0.025687653066801], [""performance"", 0.022601074339019624], [""gt"", 0.021914103514961144], [""amg model"", 0.021252020072169354], [""steering"", 0.020118969955817943], [""steering wheel"", 0.02010606192928849], [""sl"", 0.019947277718293476], [""buttons"", 0.018734094054349195]]"
best_balance,36,"co2, climate, emissions, zero, climate change, future, sustainable, environment, want, change","[[""co2"", 0.05898321989820923], [""climate"", 0.045259230002908664], [""emissions"", 0.03527122641613855], [""zero"", 0.03407848629500819], [""climate change"", 0.027168414725891887], [""future"", 0.027137362638816647], [""sustainable"", 0.026255907079218252], [""environment"", 0.025305539192438036], [""want"", 0.02475441825383188], [""change"", 0.02410028382633782]]"
best_balance,37,"mode, sport, mode comfort, comfort mode, tnga, comfort, drive, power, sport plus, sport mode","[[""mode"", 0.07791838540735534], [""sport"", 0.05347666319442352], [""mode comfort"", 0.044392926574442146], [""comfort mode"", 0.04307591509891644], [""tnga"", 0.0408064685253856], [""comfort"", 0.03925135973556999], [""drive"", 0.027978018763420053], [""power"", 0.02345215195624544], [""sport plus"", 0.02297802783020973], [""sport mode"", 0.021911528099529076]]"
best_balance,38,"stage, join, invite, thank, photo, photographers, like invite, mr, photos, gentlemen","[[""stage"", 0.07529396531084619], [""join"", 0.07104781914147539], [""invite"", 0.067920512201637], [""thank"", 0.0656483250811444], [""photo"", 0.05029453806836844], [""photographers"", 0.04547962480355849], [""like invite"", 0.03380464697305744], [""mr"", 0.03368087940519019], [""photos"", 0.03352919752936854], [""gentlemen"", 0.02868347723556048]]"
best_balance,39,"sports car, sports, brand, electric, design, car, model, electric crossover, brand model, crossover","[[""sports car"", 0.049590103928855385], [""sports"", 0.045737773931163336], [""brand"", 0.03514506232439848], [""electric"", 0.0320727967394211], [""design"", 0.027458977148558085], [""car"", 0.024970733544790076], [""model"", 0.02456412827550993], [""electric crossover"", 0.024425162068091488], [""brand model"", 0.02317976819621764], [""crossover"", 0.022264411533619494]]"
